body,title,url
,Carlos Loret de Mola,http://www.eluniversal.com.mx/autor-opinion/columnistas/carlos-loret-de-mola/historias-de-reportero
"
Mientras la pandemia del coronavirus restringe a  la población oaxaqueña la posibilidad de salir a sitios públicos a comprar alimentos con regularidad, proyectos como el Huerto Urbano Jako siembran la semilla de la soberanía alimentaria.

Una de las cuatro creadoras del proyecto e ingeniera en Recursos Naturales, Cinthya Méndez Santiago, sostiene que experiencias en otros países latinoamericanos revelan que los huertos urbanos pueden ser una solución para evitar la crisis alimenticia y la escasez durante una pandemia.

Un ejemplo, señala, sucedió en El Rosario, Argentina, donde el gobierno cedió hectáreas para la creación de un huerto urbano en el que cada familia tiene acceso a una porción de tierra; esto, derivado de la contingencia.

“Hay ventanas de oportunidad para poder tejer redes colectivas de producción local, con lo que se reduce, además, la emisión de CO2 [dióxido de carbono] al transportar alimentos de un lugar a otro. Al sembrar en pequeños espacios, permitimos la biodiversidad y el equilibrio ecológico”, explica a EL UNIVERSAL. 

Convencida de que los huertos urbanos son una opción para el ahorro y la sustentabilidad, Cinthya puntualiza que estos espacios son capaces de producir hasta 70% de los alimentos que consumen quienes forman parte de la red que han tejido con el tiempo. Además, productoras con las que colaboran comparten las proteínas con las que complementan su alimentación.

Indica que el equipo que creó la propuesta está conformado por personas de diferentes disciplinas que complementan las necesidades del espacio. “Estar en contacto con otra vida que no habla es difícil, pero, para poder entenderla, hay algo muy importante que es la observación”, dice.

Recuerda que, en un principio, el Huerto Urbano Jako fue ideado tras tomar conciencia sobre la contaminación ambiental en la entidad.  Fue así que Cinthya se instruyó sobre la elaboración de lombricomposta, con restos orgánicos de su hogar, iniciando con la separación de los desechos, a fin de evitar la generación de fauna nociva.

Tras iniciar la elaboración de lombricomposteo, la actividad principal del huerto, decidieron abrir un espacio en el Fraccionamiento El Rosario para trabajar con la lombriz roja californiana, a través de la que se realiza el compostaje. Además, ésta puede emplearse como alimento de peces, aves o roedores.

“Observamos que en el proceso de lombricomposteo se pueden germinar plantas, pues entre los residuos hay semillas, y podemos aprovechar los frutos que se generan”, precisa.

Con el tiempo, los iniciadores del huerto recuperaron un espacio en inmediaciones del fraccionamiento mencionado, donde la gente tiraba basura o se reunían a ingerir bebidas alcohólicas. La labor convirtió el predio en un reservorio para aves, lagartijas, ranas, luciérnagas, víboras ratoneras e insectos que son parte del ecosistema.

Actualmente, el huerto mantiene sinergia con un grupo de biólogos, a fin de convertir el espacio en un lugar de educación ambiental para que quienes lo visiten tomen conciencia sobre su beneficio e inicien la recuperación de espacios para transformarlos en “verdes” y, en consecuencia, obtener alimentos.

“El huerto funge como una herramienta educativa, nosotros lo consideramos como un laboratorio vivo, además de ser un espacio de vinculación con personas dedicadas a la educación ambiental”, puntualiza.

Al respecto, Cinthya resalta que el espacio también colabora con tres productoras de hortalizas, que participan en la siembra de diversos productos. Al menos una veintena de personas conforman la red de producción de conocimiento y de frutos de la tierra.

En este espacio también se encargan de la producción de semillas, las cuales, por medio del trueque, se proporcionan a las grandes productoras de la capital de Oaxaca: “Entregamos las semillas para que produzcan en volumen y les consumimos a ellas directamente”, comenta.

Cinthya indica que los productos que se siembran en el solar recuperado son variados, hay plantas ornamentales, especies alimenticias, un cafetal que produce al menos tres veces al año, entre otros productos aptos para sembrarse en pequeños espacios.

Este espacio también produce lombriabono lixiviado [abono líquido] y abono vegetal para autoconsumo y venta.

Asimismo, los integrantes del Huerto Urbano Jako imparten talleres los fines de semana y en algunas bibliotecas de la Fundación Alfredo Harp Helú. No obstante, por la cuarentena, el espacio otorga asesoría en línea y telefónica a quienes deseen obtener conocimiento sobre los huertos urbanos o productos vegetales en existencia. 

“Es un poco complicado por la contingencia, por eso nos sujetamos a la asesoría en línea a través de Facebook e Instagram, para poder hacer frente a la situación y evitar correr riesgos”, afirma Cinthya.
",Oaxaqueños aprovechan pandemia para sembrar soberanía alimentaria con red de huertos urbanos ,https://oaxaca.eluniversal.com.mx/sociedad/05-05-2020/oaxaquenos-aprovechan-pandemia-para-sembrar-soberania-alimentaria-con-red-de
,Conoce todos los beneficos de tomar jugo de piña,http://www.eluniversal.com.mx/menu
,,http://www.eluniversal.com.mx/deportes/futbol
"
La modelo Kendall Jenner deslumbró con su última sesión fotográfica para promocionar la nueva colección de su línea de ropa Kendall + Kylie. 

La estrella de las pasarelas presumió su abdomen plano y diminuta cintura al usar un pequeño top tejido. Completó su look con leggings animal print por debajo de la rodilla. Caminó sobre zapatillas transparentes. 

Kendall Jenner, de 24 años, lució un maquillaje de apariencia natural compuesto por base, labial nude, delineador negro y amplias pestañas negras. Dejó suelta su cabellera negra. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Kendall + Kylie (@kendallandkylie) el 6 de May de 2020 a las 12:05 PDT




Gracias a su línea de ropa, redes sociales y desfiles con las marcas más lujosas del mundo, Jenner se corona como la modelo mejor pagada del mundo con ganancias que rebasan los $22.5 millones de dólares anuales, según Forbes. 

Sus contratos con Estée Lauder, Adidas, Calvin Klein, Tiffany y Swarovski la llevaron a rebasar con creces los $13 millones que gana Karlie Kloss. 

Recomendamos 






La fascinación de las Kardashians por jugadores de la NBA 


Las hermanas más famosas de la televisión han caído ante los encantos de jugadores profesionales de baloncesto, ¡conócelos!





Las redes sociales son la “revista” donde Kendall Jenner plasma su día a día. Puede obtener miles de impresiones al jugar en el césped con sus perros dóberman y al modelar diseños exclusivos. Incluso patrocina productos de sus hermanas, como la ropa deportiva Good American, marca de Khloé Kardashian. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Kendall (@kendalljenner) el 16 de Abr de 2020 a las 6:57 PDT


 






 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Kendall (@kendalljenner) el 21 de Abr de 2020 a las 12:40 PDT




Hace unos días, Kendal fue vista con Devin Booker, jugador de la NBA, durante un viaje por carretera en Los Ángeles, California, a bordo de un automóvil  Mercedes-Benz Maybach, cuyo costo supera los $200,000 dólares. 

Fuentes cercanas a las celebridades aseguran que sólo son amigos, aunque los paparazzis los captaron ""muy cercanos"" durante su trayecto. Booker fue novio de Jordyn Woods, quien era amiga de Kylie Jenner.




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Kendall (@kendalljenner) el 25 de Oct de 2019 a las 3:41 PDT




Lee 






Kourtney Kardashian presume abdomen de impacto con crop top


La socialité “encendió” Instagram al lucir su silueta frente al espejo 



",,https://www.viveusa.mx/showbiz/kendall-jenner-cautiva-con-diminuta-cintura-y-leggings
" 0 % PULSO SOCIAL0 Uno de los obstáculos más difíciles para quienes buscan titularse es realizar la temida tesis. Pero puedes aprovechar los días de cuarentena para tomar este curso gratuito, impartido por la UNAM mediante la plataforma Coursera, con el que puedes terminar tu tesis en seis meses. 
En 2019 hubo 22,703 titulaciones en la UNAM. Sólo 5,802 de estas, se lograron por tesis o tesina y examen profesional, mientras que el resto correspondió a otra alternativa de titulación.  
En De10.mx te presentamos todos los detalles sobre este programa para que por fin puedas tachar la tesis de tus propósitos 2020.
Ugh GIF from Thesimpsons GIFs
Hay dos versiones del curso, una gratuita con la que tendrás acceso a todo el material y una de pago ($724), con la que podrás obtener un certificado. Si decides entrar como “oyente” de forma gratis, no tendrás acceso a ciertas tareas. 
El curso consta de cuatro semanas, en las que aprenderás cosas tan fundamentales como saber qué es exactamente una tesis, cómo se hace un protocolo de investigación y qué pasos seguir para conseguir un buen asesor.
Para inscribirte al curso: Cómo hacer una tesis, da clic aquí. 
Pinche Tesis GIF from Pinche GIFs
 
Tu instructor será Felipe de la O López, profesor de la Facultad de Ciencias Políticas y Sociales. También es Maestro en Administración Pública por la Universidad de Harvard, licenciado en Ciencia Política por el ITAM y candidato a Doctor en Gestión Estratégica y Políticas de Desarrollo.
Una vez que hayas completado tu registro tendrás acceso a las lecturas, tareas y videos de apoyo. Se trata de un sistema colaborativo, en el que otros compañeros también ayudarán a calificar y revisar tu trabajo.
Al igual que una clase presencial, hay fechas de entrega que debes respetar. También hay foros donde puedes discutir con otros estudiantes tu progreso en cada módulo.
Los 10 cursos en línea más solicitados por los mexicanos
Si te decides a inscribirte, pero estás luchando con la delimitación de tu tema de titulación, te presentamos algunas locas tesis que encontramos en la red y que demuestran que cualquiera puede lograrlo.
Para que te inspires, aquí te dejamos una galería con 10 ejemplos de tesis extrañas y ridículas:
",,https://de10.com.mx/vivir-bien/haz-tu-tesis-en-seis-meses-con-este-curso-gratuito-de-la-unam
,Venta de pick ups supera a los autos en EU,http://www.eluniversal.com.mx/autopistas
"
Juchitán de Zaragoza.- En la franja de tierra que une las aguas del Océano Pacífico con las del Golfo de México, los trabajos no se detienen. Ni la pandemia que avanza en el país, ni la austeridad, ni los reclamos de organizaciones y comunidades indígenas, ni la falta de permisos ambientales. Nada ha frenado la rehabilitación de la red ferroviaria por la que correrá el Tren Transístmico, la columna vertebral del Corredor Interoceánico.

En los tramos uno y dos, que inician en Salina Cruz, llegan a El Jordán, en Tehuantepec, y de ahí se prolongan hasta La Mata, que está en Asunción Ixtaltepec, desde el primero de abril comenzaron los trabajos para modernizar estas vías que datan de 1907. Cuatro días después, el 5 de abril, el presidente Andrés Manuel López Obrador anunció que pese al avance del coronavirus, los proyectos emblemáticos de su administración seguirían adelante.  

En el caso del Transístmico, dijo, ya se modernizan los puertos de Salina Cruz y de Coatzacoalcos.



El argumento es que de Salina Cruz a La Mata, los trabajos ya comenzaron porque se ubican en la zona urbana del Istmo de Tehuantepec y no se requiere de una Manifestación de Impacto Ambiental (MIA), porque se supone que no hay flora ni fauna susceptible de afectación alguna.

Mientras tanto, en los tramos tres, cuatro y cinco, que corresponde a los poblados de La Mata a Mogoñé (San Juan Guichicovi), de Mogoñé a Estación Ubero (Matías Romero) y de Ubero a Medias Aguas (Veracruz), las obras siguen suspendidas debido a que la Semarnat no ha autorizado la Manifestación de Impacto Ambiental (MIA), que presentó la empresa Ferrocarril del Istmo (FIT).

Así lo confirma el edil de San Juan Guichicovi, Raynel Ramírez Mijangos, quien asegura que en las comunidades mixes (ayuujk) de ese municipio aún no empiezan los trabajos de modernización de las vías; sin embargo, las comunidades indigenas de este municipio han denunciado que enfrentan presiones del FIT para que avalen en asambleas el inicio de las obras.

En un oficio dirigido a Víctor Toledo, titular de la Semarnat, la  Unión de Comunidades Indígenas de la Zona Norte del Istmo (Ucizoni), acusó que representantes de la empresa acudieron el 13 de abril a los ejidos Mogoñe Viejo, Mogoñe Estación y El Zarzal, a exigir que se convocara a asambleas para levantar actas donde autoricen el arranque de los trabajos, aun sin el aval de la Semarnat.

Bajo presión

Tal como lo solicitaron, los integrantes del ejido Mogoñé Viejo,  de San Juan Guichicovi, determinaron en una asamblea del 15 de abril que no permitirán que se realicen actividades relacionadas con la modernización del trazo ferroviario  y pidieron que una vez que pase la emergencia por el Covid-19, se retome el proceso de consultas indígenas.

 A través de un escrito dirigido al gobierno mexicano, Venancio Francisco Joaquín, agente municipal de Mogoñé Viejo, demandó que mientras no haya información, consulta y no pase la pandemia, todas las acciones relacionadas con el Plan Transístmico se suspendan y que los recursos destinados a ese proyecto se usen para construir y equipar hospitales para combatir el Covid-19.



Lo mismo piensa Hilario Velázquez, agente municipal de El Zapote, que pertenece al municipio de El Barrio La Soledad.  Cuando los funcionarios del FIT acudieron a su comunidad para pedir una asamblea que aprobara el inicio de los trabajos para la modernización de las vías del tren, respondió que “no hay tiempo suficiente para conocer el Plan Transístmico”.

La oposición de las comunidades afectadas por el proyecto no es nueva, pero sí ha sumado voces. Desde el pasado 26 de febrero, las autoridades del ejido de Guichicovi, encabezadas por el presidente Albino Pedro Juan, solicitaron un amparo de la justicia federal, en contra de la rehabilitación de las vías. Argumentaron falta de información.

Según Carlos Beas Torres, asesor de Ucizoni, desde el mes de marzo, en medio de las condiciones complejas generadas por la pandemia, las autoridades del FIT han insistido entre las autoridades agrarias de la zona norte del Istmo y sobre todo entre la nación mixe, que apresuren la realización de asambleas comunitarias para que avalaran el inicio de los trabajos del tren. La presión de una paraestatal contra un pueblo originario. 

De acuerdo con el gobierno federal y estatal, dentro de algunos años el Corredor Interoceánico  “creará una gran riqueza en el Istenl de Tehuantepec, pues generará hasta 188 billones de dólares para 2050” y parte clave de este ambicioso plan de unir dos océanos es la inclusión social; pies creará 550 mil empleos.

A pesar de la promesa de este progreso, estas semanas las voces en contra volvieron a sonar. Unas 150  organizaciones sociales,  ambientales y políticas de Oaxaca, Veracruz, Tabasco y Chiapas, insistieron en la necesidad de que se suspendan todos los trabajos y manifestaron su rechazo a la “ejecución gradual” del proyecto federal, que llamaron ""sigilosa pero persistente"", bajo el argumento de que constituye un grave atentado en contra de la naturaleza, de los derechos de los pueblos indígenas y del pueblo negro, y de la supervivencia de las generaciones futuras de la región del Istmo.

Pese a ello, el viernes pasado, 11 ediles del Istmo, incluido el de San Juan Guichicovi, el núcleo de la resistencia mixe contra el Tren Transístmico, se reunieron con Rafael Marín Mollinedo, director general del Corredor Interoceánico para una presentación del proyecto y la firma de una minuta de acuerdos en la que se anunció que junto con la SHCP, ya se busca la declaración de zonas francas en el Istmo de Tehuantepec.
","Los mixes, la última resistencia al Tren Transístmico",https://oaxaca.eluniversal.com.mx/estatal/07-05-2020/los-mixes-la-ultima-resistencia-al-tren-transistmico
"
Jero Freixas encontró en el futbol una forma de conectar con miles de aficionados como él a través de sus pasiones. 
El actor ya era un nombre conocido en Argentina, pero saltó a la fama internacional, junto con su esposa, Jose, al publicar el video “Pareja discutiendo por el mundial”, previo a la Copa del Mundo de Rusia 2018.
 

 

“Es increíble cómo el futbol une; es una cosa hermosa”, dice Freixas, un fiel seguidor del Independiente, en entrevista con EL UNIVERSAL Deportes. “Pude juntar mis pasiones por el futbol y la actuación, que me llevaron a conectar con personas de toda América y España. El futbol genera tantas cosas que lo hace todavía más increíble”.
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Con @josedecabo y Rita . Edición @rocblanco

Una publicación compartida de  jerofreixas (@jerofreixas) el 24 Mar, 2020 a las 5:19 PDT



Casi dos años después de recibir el apodo de “La Pareja del Mundial”, Jero y Jose se mantienen activos en YouTube, con mucho contenido familiar, en el cual también han incluido a sus hijos, Rita y Ramón.  En uno de ellos, “El futbol es mi moda”, el argentino luce una camiseta de los Rayados de Monterrey, que se hizo también viral en nuestro país.
Freixas quiere venir a México, conocer los estadios más conocidos y asistir a un par de partidos. El plan ya estaba programado, pero la pandemia de Covid-19 frenó el viaje. 
LEER MÁS: Michael Jordan lleva a Space Jam a Netflix
En charla, el argentino relata su afición por el Independiente, la razón de su camisetas de la Liga MX, su conocimiento del futbol mexicano y cómo ha logrado generar vínculos por su pasión a este deporte:
 
","El futbol no tiene fronteras, nos cuenta Jero Freixas, de ""La Pareja del Mundial""",http://www.eluniversal.com.mx/universal-deportes/futbol/jero-freixas-la-pareja-del-mundial-el-futbol-no-tiene-fronteras
,"Coronavirus, día a día",https://www.eluniversal.com.mx/mundo/coronavirus-covid-19/graficos/1883955/coronavirus-dia-dia#info
